ตาสังใต้,ต.ตาสัง อ.บรรพตพิสัย จ.นครสวรรค์ 60180,เขตพื้นที่การศึกษานครสวรรค์ เขต 2
ตาคลี(นิปุณทองคำประชาสรรค์),ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,เขตพื้นที่การศึกษานครสวรรค์ เขต 3
ตานาด,ต.เนินแจง อ.เมืองอุทัยธานี จ.อุทัยธานี 61000,เขตพื้นที่การศึกษาอุทัยธานี เขต 1
ตลุกหมู (วรพจน์ชนูปถัมภ์),ต.หนองกลางดง อ.ทัพทัน จ.อุทัยธานี 61120,เขตพื้นที่การศึกษาอุทัยธานี เขต 1
ตลุกดู่,ต.ตลุกดู่ อ.ทัพทัน จ.อุทัยธานี 61120,เขตพื้นที่การศึกษาอุทัยธานี เขต 1
ตาลเตี้ย,ต.ตาลเตี้ย อ.เมืองสุโขทัย จ.สุโขทัย 64220,เขตพื้นที่การศึกษาสุโขทัย เขต 1
ตลิ่งชัน,ต.ศรีสัชนาลัย อ.ศรีสัชนาลัย จ.สุโขทัย 64190,เขตพื้นที่การศึกษาสุโขทัย เขต 2
ตาปะขาวหาย,ต.หัวรอ อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,เขตพื้นที่การศึกษาพิษณุโลก เขต 1
ตายม,ต.วัดตายม อ.บางกระทุ่ม จ.พิษณุโลก 65210,เขตพื้นที่การศึกษาพิษณุโลก เขต 2
ตากแดด,ต.วังทรายพูน อ.วังทรายพูน จ.พิจิตร 66180,เขตพื้นที่การศึกษาพิจิตร เขต 1
ต้นชุมแสง,ต.งิ้วราย อ.ตะพานหิน จ.พิจิตร 66110,เขตพื้นที่การศึกษาพิจิตร เขต 2
ตาลเรียง(เชยประชานุกูล),ต.บัวงาม อ.ดำเนินสะดวก จ.ราชบุรี 70130,เขตพื้นที่การศึกษาราชบุรี เขต 2
ตาผา,ต.นครชุมน์ อ.บ้านโป่ง จ.ราชบุรี 70110,เขตพื้นที่การศึกษาราชบุรี เขต 2
ตาล,ต.คุ้งพยอม อ.บ้านโป่ง จ.ราชบุรี 70110,เขตพื้นที่การศึกษาราชบุรี เขต 2
ตาลเตี้ย,ต.ดอนใหญ่ อ.บางแพ จ.ราชบุรี 70160,เขตพื้นที่การศึกษาราชบุรี เขต 2
ตากแดด(รอดประชานุกูล),ต.ดอนคา อ.บางแพ จ.ราชบุรี 70160,เขตพื้นที่การศึกษาราชบุรี เขต 2
ตึกหิรัญราษฎร์(มหาธีรราชอนุสรณ์),ต.เจ็ดเสมียน อ.โพธาราม จ.ราชบุรี 70120,เขตพื้นที่การศึกษาราชบุรี เขต 2
ตะคร้ำเอน,ต.ตะคร้ำเอน อ.ท่ามะกา จ.กาญจนบุรี 71130,เขตพื้นที่การศึกษากาญจนบุรี เขต 2
ตปะโยคาราม,ต.มะขามล้ม อ.บางปลาม้า จ.สุพรรณบุรี 72150,เขตพื้นที่การศึกษาสุพรรณบุรี เขต 1
ตะลุ่ม,ต.มะขามล้ม อ.บางปลาม้า จ.สุพรรณบุรี 72150,เขตพื้นที่การศึกษาสุพรรณบุรี เขต 1
ตาก้อง,ต.ตาก้อง อ.เมืองนครปฐม จ.นครปฐม 73000,เขตพื้นที่การศึกษานครปฐม เขต 1
ตุ๊กตา,ต.บางกระเบา อ.นครชัยศรี จ.นครปฐม 73120,เขตพื้นที่การศึกษานครปฐม เขต 2
ตรีจินดาวัฒนาราม(เฉลิมรัฐราษฎร์นุกูล),ต.บางกุ้ง อ.บางคนที จ.สมุทรสงคราม 75120,เขตพื้นที่การศึกษาสมุทรสงคราม เขต 1
ตะโหนดราย(พรหมสวัสดิ์สาทร),ต.บางกระบือ อ.บางคนที จ.สมุทรสงคราม 75120,เขตพื้นที่การศึกษาสมุทรสงคราม เขต 1
ตาลกง (ธรรมศรียาทร),ต.มาบปลาเค้า อ.ท่ายาง จ.เพชรบุรี 76120,เขตพื้นที่การศึกษาเพชรบุรี เขต 2
ต้นสน ([บุญมีโชติวิทยา),ต.บ้านแหลม อ.บ้านแหลม จ.เพชรบุรี 76110,เขตพื้นที่การศึกษาเพชรบุรี เขต 1
ตรีเอการาม,ต.บางจาก อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80330,เขตพื้นที่การศึกษานครศรีธรรมราช เขต 1
ตรงบน,ต.คลองกระบือ อ.ปากพนัง จ.นครศรีธรรมราช 80140,เขตพื้นที่การศึกษานครศรีธรรมราช เขต 3
ตรัยรัตนากร,ต.ถ้ำ อ.ตะกั่วทุ่ง จ.พังงา 82130,เขตพื้นที่การศึกษาพังงา เขต 1
ตรณาราม,ต.ท่าข้าม อ.พุนพิน จ.สุราษฎร์ธานี 84130,เขตพื้นที่การศึกษาสุราษฎร์ธานี เขต 2
ตรีธาราราม,ต.ลีเล็ด อ.พุนพิน จ.สุราษฎร์ธานี 84130,เขตพื้นที่การศึกษาสุราษฎร์ธานี เขต 2
ตะพังหม้อ,ต.ปากแตระ อ.ระโนด จ.สงขลา 90140,เขตพื้นที่การศึกษาสงขลา เขต 1
ตาหลวงคง,ต.ชิงโค อ.สิงหนคร จ.สงขลา 90280,เขตพื้นที่การศึกษาสงขลา เขต 1
ตำนาน (วรพัฒนประชาสรรค์),อ.เมืองพัทลุง จ.พัทลุง 93000,เขตพื้นที่การศึกษาพัทลุง เขต 1
ตะโหมด (หมุนคณานุสรณ์),อ.ตะโหมด จ.พัทลุง 93160,เขตพื้นที่การศึกษาพัทลุง เขต 1
ตะแพน,อ.ศรีบรรพต จ.พัทลุง 93190,เขตพื้นที่การศึกษาพัทลุง เขต 1
ตันติการามมิตรภาพที่ 109,อ.ระแงะ จ.นราธิวาส 96130,เขตพื้นที่การศึกษานราธิวาส เขต 3